videoId,videoViewCount,likeCount,dislikeCount,commentCount
et1S0eUfmzM,57872,758,88,69
evlUY6XiKPw,79734,820,84,490
f5tEuEYKSiI,15240,397,106,151
fCpJWoMM8PU,48551,2262,39,343
fIL-niI-VZU,65188,2064,56,249
fO-RsI6TN0A,6085,776,9,89
fWftQFzThyM,224008,10048,271,1222
fZH67YGR-7c,17101,570,26,107
fnp9j1YjoYM,12136,583,23,100
gFLf1Cbckl4,146099,4445,76,703
gJfFWnHqPMs,41611,1053,67,192
gbB3mAtvyEw,108573,2315,205,627
gdx7NKqKJTA,128854,3870,140,936
gmKtxsT6qug,71827,782,46,128
gzauIJKu9Dw,16624,255,18,122
hBsb2clCwnY,6762,581,30,136
hD2BYNIh3X4,299704,6983,415,873
hHzR5NJm8Gw,7847,314,8,74
hLIuWo0hX8s,51139,2193,29,246
hUrl0PRIg1w,62578,4727,53,568
h_ZbB_fbR7c,280642,12832,517,1214
hhBZvASafa0,108619,4902,67,134
hiPFY4MLKPY,60955,1248,58,374
hkc6XMb6Vg4,20215,323,13,47
hp-gmU4oISI,74288,801,86,74
i9-V3Wi-4C4,247814,12290,265,557
iBzfVjz0gOM,103815,8329,87,330
iC3j9YwgfbQ,114872,7819,243,433
iIyabfjrFaU,143032,5628,66,394
iQqCkoMqx28,20261,609,41,124
iiL44Qf6Asc,48417,508,32,42
ijz7KMv4BX4,12712,674,20,292
ioAYMkGVvMc,142549,1150,83,271
j3Ywld8xA8A,200026,4047,156,801
j6rJzeVXAXY,60118,808,86,123
j8U8wPe0nII,33229,783,22,503
jGdG22vWBr4,21358,296,14,120
jJeQYsYp4dk,301750,17103,727,1079
k0iE1nGhPQI,184594,3873,163,322
kCQ9WHnE89c,38514,398,32,222
kNNfdHQgae0,171600,2071,183,475
ke8OyaS9LAw,63715,3569,112,531
kj5dCj1W4V0,55210,1651,156,302
kuaWMsSbnaI,341723,18774,325,799
lI2V_xu7xww,264296,12501,233,1464
lIQ7p3k9E1s,176837,7691,284,1043
lLPtN3ck75M,141521,2022,170,317
ldkuFSg2GgI,52476,2466,49,351
lkeHuinMCms,112525,3515,90,462
lmuP7KWfHwY,18995,602,160,162
m8A061AIbUU,30833,1712,103,455
mBLPHjrTDXw,39781,2659,20,477
mFhOyf3ve_U,70261,2255,87,454
mGPkEzHVDo4,49996,385,77,213
mJqk2SMJmXc,158708,5139,106,813
mL6oYUp1Zsc,40999,1607,224,438
mtbzALOrJhA,446510,20618,894,1718
muSoPp5Lir8,146136,3828,224,459
muZ9EJqb-7w,373497,6253,188,1700
mw4tVy78uqM,30484,481,259,102
nnQSaIKkQuI,70022,1153,281,176
nrS5_CDm7FU,6475,27,14,10
ntS_06IRoLY,37213,1601,25,140
oA7EidmgXF8,17091,1064,21,175
oC8-1KmcHnk,28803,846,88,156
oG3ZzLPaQDs,35539,822,36,125
oUF6sYUJWK4,503963,47312,1814,5489
odzgkybSw80,198084,8166,327,850
ol5cri9d1mk,24635,820,68,84
p2-DXFfF9Ig,32658,1383,104,161
p4mFzkrOkrw,114096,3060,150,422
p8GdpjsGmfg,253031,17313,553,1293
pFuP-FVLtgo,49295,454,229,153
pGvBZ4i2JEE,36643,1499,33,281
pJsGb-wOxL4,58900,2176,209,265
pLpyWnSdCRM,28171,251,13,98
pQW3PPy-gz8,8873,275,21,96
pRlhDrNWiWU,123240,2520,23,179
qYLpYhErWnA,104931,1090,68,266
r3Bvji8SdKc,54132,1038,26,884
r6E1_39wV9I,25358,486,17,63
rGI-COM0Qyo,481965,11172,527,688
rQgrJR0LLk4,28907,465,15,80
rTXDraS6dh4,7254,370,9,72
rUOUWIgbtlY,12535,33,2,38
rUux4MQQl0o,37896,1261,70,284
rtuBJT4ceWM,132318,1273,219,52
rvrYVIQSsJs,199691,8218,297,1797
rzAJZud-QOo,43773,1781,100,436
s3nmVu8bUxE,49057,1420,23,284
sFWhOkXVKrg,10762,283,36,33
sKmEwVc8ujc,32574,618,26,122
sWZLknMjdQg,36287,486,179,87
sY9QOakKzJA,64197,4200,161,435
suDp3HXNQvA,17679,911,24,69
szkye7j0RvI,151178,1365,79,392
t46QFSlNvag,21092,1388,25,249
t6iCVNpRMPQ,60663,2102,65,272
t9Y8xKKIKUc,482263,29361,2657,6187
tEvXVJHTQAk,181326,4553,216,370
tJ3-zu-TW7c,36450,361,46,58
tTxZZ48FG4s,186928,5704,119,859
tX2_EJbeVQU,68151,2382,153,585
tZ1fD_VMmwE,17308,73,10,52
tl6jfTWCEa0,46243,1172,33,189
tnlKuP3UdV0,29126,269,65,66
txW9DgIxHo4,6095,325,11,178
u1Z2MwT2URI,32822,446,55,52
uCl62JM9XTw,48292,4331,27,257
uH6A7i4hVYA,65057,1889,46,220
uM2NSjSg61E,15047,224,44,54
ubVFa_jPhVw,177147,4799,77,192
uhvmL84q0Dc,6359,98,8,39
urMipgKoWe0,128325,2891,83,278
uuMepdE0wAQ,10206,277,273,132
v2N_slwNqxU,5838,402,26,117
vGO_YIcV2-M,21809,665,64,61
vOmf7SZb4qo,107940,3175,21,342
vfCLGZMLY9Y,53050,755,55,174
vhyxSGCFk84,143338,3619,213,835
vmQOxs17Fn4,279444,10302,272,1470
wClMESn7uKY,21517,51,14,25
wG_v20mQGGE,128578,3241,120,452
wGsZtCICvQU,11809,219,46,49
wLQDqx5Puvs,78165,1054,70,139
w_G3sFCfC7M,235882,3494,1032,606
wnU5FDeH0yw,211010,5881,145,949
wr9BMWpgjLo,39431,368,32,114
wsSWEOynEA0,29045,294,24,59
wvyZNzKP3T8,364751,20397,2327,5935
x3EF4aO8DY0,424681,5292,1074,3276
x4wxvZ9Oa_c,286762,4296,99,335
xILtQu5s35Q,20267,563,36,99
xNvbwjJ7Ilc,66296,2357,100,253
xPYtJNoqNyw,20821,274,9,108
x_0Vg0vNLsk,24685,1835,49,293
xbUHO6urdzU,14610,218,16,58
xbrFtnSE72E,139154,3486,91,300
xvXwGczvbyM,62106,902,70,137
yotjj39TVHk,66698,4986,695,383
yrFUNVhkQpw,119571,4243,110,600
z3hg9LIpSvI,62691,3323,83,346
zEI8srbUq_4,48250,2730,61,413
zHyC9ku09nA,15557,389,12,69
zRMETdfmzB0,25606,1006,29,157
zSAX8QVzksQ,21559,214,22,58
zW__u6blbEQ,214575,6124,256,728
zbESrIq2fSE,58690,1585,42,290
zbodtYyQdVo,107891,1965,83,235
zirGHgNpzmc,20777,1763,41,324
