videoId,title,channelId,channelTitle,Date,videoViewCount,likeCount,dislikeCount,commentCount,channelViewCount,subscriberCount,videoCount,positive_comments,negative_comments,neutral_comments,stock_price_before,stock_date_before,stock_price_after,stock_date_after
NCKHS1pVWww,Assassin&#39;s Creed: Valhalla | PS5 vs Xbox Series X | Graphics Comparison &amp; FPS,UCCV8Mj59PZkf3ON_U8q4n7g,ElAnalistaDeBits,2020-11-19,246227,4432,243,1851,265037064,397000,4042,197,42,369,211.0800018310547,2020-11-18,213.8699951171875,2020-11-25
iR6dB59iKwM,FIFA 21 | PS5 vs Xbox Series S|X | Graphics Comparison &amp; FPS,UCCV8Mj59PZkf3ON_U8q4n7g,ElAnalistaDeBits,2020-12-04,83410,1659,74,679,265037064,397000,4042,79,14,136,214.2400054931641,2020-12-03,214.2899932861328,2020-12-07
w8lFvgATpH4,Xbox Series X MAJOR problems Follow up! My PS5 now has problems...,UCZFJqMf_h9F3yfjLtrl0frA,Mark's Tech,2020-11-15,143428,3572,474,1423,9481227,68400,311,332,162,224,215.94464111328125,2020-11-13,210.38999938964844,2020-11-20
iiJ7lOnf6uQ,PS5 o Xbox Series X ¿Cuál es mejor?,UCiBwOVBljEjcsLUjwI274Xw,The Top Comics,2020-11-16,324534,27368,1570,5352,837481028,3880000,728,59,64,977,215.94464111328125,2020-11-13,210.38999938964844,2020-11-20
S1IcJW7MbFk,XBOX SERIES X İNCELEME ve OYUN TESTLERİ!,UC_rgUbBJr5tOfbirrvfvIVw,Lemur,2020-11-05,334282,17925,489,1909,41787040,539000,78,43,32,1020,215.824951171875,2020-11-04,215.9845428466797,2020-11-11
SsjTj006hr8,Besser als PS5? Xbox Series S &amp; X,UCzH549YlZhdhIqhtvz7XHmQ,AlexiBexi,2020-11-05,319795,16486,682,1433,379391355,1460000,733,151,25,597,215.824951171875,2020-11-04,215.9845428466797,2020-11-11
oYHj_akNf9E,5 MUST HAVE Xbox Series X Accessories!,UC9fSZHEh6XsRpX-xJc6lT3A,UrAvgConsumer,2020-11-27,347879,10257,295,1098,402441988,3040000,900,319,115,313,213.8699951171875,2020-11-25,214.2400054931641,2020-12-03
QiCwI6ksQdU,"Testamos o xCloud, games do Xbox direto da nuvem para seu celular!",UCGH4Wx-WL10iB4ZAdewkuDw,Adrenaline,2020-11-21,309948,23573,182,2259,145085700,851000,3017,86,44,721,210.38999938964844,2020-11-20,215.22999572753903,2020-11-27
N03lTxBBQhE,Xbox Series S - vale a pena o mais barato da nova geração?,UCGH4Wx-WL10iB4ZAdewkuDw,Adrenaline,2020-11-07,242734,18451,228,2597,145085700,851000,3017,103,93,887,223.1358184814453,2020-11-06,215.94464111328125,2020-11-13
-YdBLYJjRmU,САМЫЙ ЛУЧШИЙ ОБЗОР XBOX SERIES X. Steam идет на консоли,UCOxQWb-OuyCSZadzWqrKTCQ,БУЛДЖАТь,2020-12-06,300438,38643,1238,2403,133864548,788000,269,33,12,1055,214.3600006103516,2020-12-04,214.2899932861328,2020-12-07
